RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1303,15683183,Volkova,766,Germany,Female,45,6,97652.96,1,1,0,127332.33,0
1304,15684592,Lamb,557,Spain,Male,42,4,0,2,0,1,86642.38,0
1305,15591169,Hawes,788,Germany,Female,49,4,137455.99,1,1,0,184178.29,1
1306,15653455,Smith,648,France,Female,38,2,0,2,0,1,9551.49,0
1307,15732563,Swanton,726,Germany,Female,33,7,99046.31,2,1,1,56053.06,0
1308,15656471,Mitchell,773,France,Male,33,9,0,2,1,1,1118.31,0
1309,15598510,Colombo,583,Germany,Male,27,4,105907.42,2,1,1,195732.04,0
1310,15766427,Shaw,565,Germany,Male,52,5,97720.35,2,1,0,175070.94,1
1311,15785342,Shipp,705,France,Male,25,9,0,2,0,1,112331.19,0
1312,15641595,Jonathan,685,Spain,Male,43,4,97392.18,2,1,0,43956.83,0
1313,15798429,Hernandez,741,France,Male,29,8,0,2,1,1,115994.52,0
1314,15648136,Green,658,Germany,Female,28,9,152812.58,1,1,0,166682.57,0
1315,15812482,Young,575,France,Male,27,3,139301.68,1,1,0,99843.98,0
1316,15790810,Han,844,France,Female,41,10,76319.64,1,1,1,141175.18,1
1317,15687421,Highland,559,Spain,Male,67,9,125919.35,1,1,0,175910.95,1
1318,15765643,Hamilton,725,France,Male,37,6,124348.38,2,0,1,176984.34,0
1319,15654878,Yobanna,450,France,Male,29,7,117199.8,1,1,1,43480.63,0
1320,15686835,Crawford,738,Germany,Female,57,9,148384.64,1,0,0,155047.11,1
1321,15768340,Beavers,642,Germany,Female,19,3,113905.48,1,1,1,176137.2,0
1322,15673599,Williamson,618,Spain,Male,32,5,133476.09,1,0,1,154843.4,0
1323,15689096,Beneventi,590,France,Male,47,0,117879.32,1,1,1,8214.46,0
1324,15684294,Chidumaga,735,France,Male,50,2,0,2,0,1,147075.69,0
1325,15615828,Mitchell,550,France,Male,34,8,122359.5,1,0,0,116495.55,0
1326,15746012,Chibugo,729,Spain,Female,28,0,0,2,1,1,31165.06,1
1327,15615797,Hyde,743,Germany,Male,59,5,108585.35,1,1,1,192127.22,1
1328,15788494,Alekseeva,555,France,Male,31,8,145875.74,1,1,0,137491.23,0
1329,15793856,Abdulov,667,Spain,Female,36,3,121542.57,2,1,1,186841.71,0
1330,15629545,Buckley,790,Spain,Female,41,7,109508.68,1,0,0,86776.38,0
1331,15661198,Howard,727,Germany,Male,34,2,146407.11,1,1,1,72073.72,0
1332,15715117,Peel,744,France,Female,39,6,0,1,0,0,10662.58,0
1333,15701074,Herz,629,Germany,Male,35,8,112330.83,1,1,1,91001.02,0
1334,15793046,Holden,619,France,Female,35,4,90413.12,1,1,1,20555.21,0
1335,15623744,McLean,634,France,Male,34,8,105302.66,1,1,1,123164.97,0
1336,15611329,Findlay,608,Spain,Female,35,6,0,2,1,1,143463.28,0
1337,15740428,Wyatt,507,France,Female,35,1,0,2,0,0,92131.54,0
1338,15781534,Rapuluolisa,536,Germany,Female,35,4,121520.36,1,0,0,77178.42,0
1339,15618243,Buckland,730,Spain,Female,43,1,103960.38,1,1,1,193650.16,0
1340,15784161,Hargreaves,583,Germany,Male,39,8,102945.01,1,0,0,52861.89,0
1341,15700325,Onyeoruru,644,France,Female,24,8,92760.55,1,1,0,35896.75,0
1342,15659064,Salas,790,Spain,Male,37,8,0,2,1,1,149418.41,0
1343,15658364,Laney,807,Germany,Female,40,1,134590.21,1,1,1,46253.65,0
1344,15704340,Fu,581,France,Female,37,10,104255.03,1,1,0,86609.37,0
1345,15793455,Tien,627,Spain,Female,55,6,0,1,0,0,91943.94,1
1346,15579777,Sazonova,850,France,Male,41,3,0,2,1,0,128892.36,0
1347,15632345,Tuan,754,France,Female,35,4,0,2,1,0,44830.71,0
1348,15814468,Wei,551,Germany,Male,50,1,121399.98,1,0,1,84508.44,1
1349,15754820,Bergamaschi,637,Germany,Male,35,8,147127.81,2,1,1,84760.7,0
1350,15707505,Taylor,699,Spain,Male,31,8,125927.51,2,1,0,147661.47,0
1351,15699507,Messersmith,542,France,Female,25,7,0,2,0,1,82393.08,0
1352,15799600,Coles,640,Germany,Male,48,1,111599.32,1,0,1,135995.58,0
1353,15794472,Brookes,553,France,Female,27,3,0,2,0,0,159800.16,0
1354,15646632,Reid,741,France,Male,38,9,0,2,1,0,14379.01,0
1355,15676353,Etheridge,598,France,Male,35,8,114212.6,1,1,1,74322.85,0
1356,15566312,Jolly,660,Spain,Female,42,5,0,3,1,1,189016.24,1
1357,15570414,Chizoba,618,Spain,Male,41,4,115251.64,1,0,0,136435.75,0
1358,15776743,Eberegbulam,647,France,Male,43,9,0,2,1,1,78488.39,0
1359,15674637,Pagnotto,491,France,Female,68,3,107571.61,1,0,1,113695.99,0
1360,15730418,Lucchesi,652,France,Female,32,2,0,2,1,0,54628.11,0
1361,15739972,Hughes,650,Germany,Female,45,9,152367.21,3,1,0,150835.21,1
1362,15661591,Panicucci,413,Germany,Male,39,1,130969.77,2,1,1,158891.79,0
1363,15675585,Burns,416,Germany,Female,25,0,97738.97,2,1,1,160523.33,0
1364,15814750,Ricci,629,Spain,Male,34,8,0,2,1,1,180595.02,0
1365,15593454,Lambert,678,Spain,Female,40,4,113794.22,1,1,0,16618.76,0
1366,15663421,Esposito,527,Spain,Male,28,6,128396.33,2,1,0,79919.97,0
1367,15576196,Benson,743,Spain,Female,48,5,118207.69,2,0,0,186489.14,1
1368,15677324,Botts,683,Germany,Male,73,9,124730.26,1,1,1,51999.5,0
1369,15568742,Parkes,536,France,Female,41,9,0,1,1,0,121299.14,0
1370,15693764,Mai,663,Spain,Male,52,0,136298.65,1,1,0,144593.3,1
1371,15714260,Castiglione,646,France,Female,38,2,0,2,0,0,178752.73,0
1372,15798200,Manna,707,France,Male,35,2,0,3,1,1,94148.3,0
1373,15656627,Lin,602,France,Male,34,5,0,2,1,1,77414.45,0
1374,15791111,Fink,635,France,Female,47,2,125724.95,2,1,0,63236.97,0
1375,15638269,Baresi,597,France,Male,67,2,0,2,0,1,108645.85,0
1376,15807473,Morehead,503,France,Male,38,1,0,2,1,1,95153.24,0
1377,15708534,Afamefuna,524,Spain,Female,64,5,0,1,1,0,136079.64,1
1378,15640686,Greco,700,France,Male,46,5,95872.86,1,1,0,98273.01,1
1379,15588904,Balashova,692,France,Male,33,9,0,1,1,0,113505.93,1
1380,15768763,Bogdanov,562,France,Male,37,2,0,1,0,1,52525.15,1
1381,15770543,Lowe,679,France,Male,37,7,74260.03,1,1,0,194617.98,0
1382,15642162,Ponce,603,Germany,Male,35,1,123407.69,1,1,0,152541.89,1
1383,15714046,Trevisano,720,Spain,Male,33,3,123783.91,2,1,1,142903.44,0
1384,15575060,Gardner,797,France,Male,24,5,0,2,1,0,182257.61,0
1385,15812040,Lorenzo,594,France,Male,36,6,153880.15,1,0,0,135431.72,0
1386,15812073,Palmer,529,France,Female,31,7,0,2,1,1,175697.87,0
1387,15706810,Zuyeva,606,Germany,Female,32,1,106301.85,2,0,1,59061.25,0
1388,15584090,Jen,621,Spain,Female,40,7,0,2,0,1,131283.6,1
1389,15810807,Alekseeva,513,France,Female,43,9,0,2,1,0,152499.8,0
1390,15582033,Manfrin,753,Germany,Male,44,3,138076.47,1,1,0,15523.09,1
1391,15687607,Chiemenam,605,France,Female,30,9,135422.31,1,0,1,186418.85,0
1392,15588406,Chiemenam,574,Spain,Female,37,7,0,2,1,0,32262.28,0
1393,15784099,Clark,726,France,Female,38,5,126875.62,1,1,0,128052.29,0
1394,15701352,Fanucci,611,Spain,Female,28,3,96381.68,2,1,0,181419.29,0
1395,15789371,Cattaneo,593,Germany,Female,41,4,119703.1,2,1,1,109783.29,0
1396,15602845,Udinesi,466,Germany,Male,41,2,152102.18,2,1,0,181879.56,0
1397,15707918,Bentley,741,Germany,Female,36,0,127675.39,2,1,0,74260.16,0
1398,15602812,Holmes,684,Germany,Female,44,2,133776.86,2,0,1,49865.04,0
1399,15675888,Austin,550,Spain,Female,33,9,72788.03,1,1,1,103608.06,0
1400,15591822,Mackenzie,593,Spain,Male,26,9,76226.9,1,1,0,167564.82,0
1401,15738501,Booth,601,Germany,Male,48,9,163630.76,1,0,1,41816.49,1
1402,15585907,Collier,676,Spain,Female,30,5,0,2,0,0,179066.58,0
1403,15579040,Hs?,556,France,Female,46,10,0,2,0,0,109184.24,0
1404,15804211,Oluchukwu,719,France,Male,36,3,155423.17,1,1,1,199841.32,0
1405,15736126,Sung,850,Germany,Male,55,0,98710.89,1,1,1,83617.17,1
1406,15745399,Marino,649,Spain,Female,49,2,0,1,1,0,84863.85,1
1407,15760749,Vinogradov,509,Spain,Male,41,7,126683.8,1,0,1,114775.53,0
1408,15637118,Burns,684,France,Male,33,4,140700.61,1,1,0,103557.93,0
1409,15657829,Fanucci,806,Germany,Male,30,8,168078.83,1,1,0,85028.36,1
1410,15738497,Chukwujamuike,729,Spain,Male,44,4,107726.93,2,1,0,153064.87,0
1411,15690695,Flynn,683,France,Female,33,9,0,2,1,1,38784.42,0
1412,15762351,Chao,689,Spain,Female,63,1,0,2,1,1,186526.12,0
1413,15791172,Yeh,672,Germany,Female,21,1,35741.69,1,1,0,28789.94,0
1414,15598982,Klein,602,Germany,Female,53,5,98268.84,1,0,1,45038.29,1
1415,15734765,Mahmood,739,France,Female,20,4,133800.98,1,0,1,150245.81,0
1416,15642912,Tu,618,France,Female,21,2,125682.79,1,0,0,57762,0
1417,15769516,Shcherbakov,674,France,Female,42,9,0,2,1,0,4292.72,0
1418,15789379,Zetticci,762,France,Male,26,6,130428.78,1,1,0,173365.89,0
1419,15695103,Carr,790,Spain,Male,37,6,0,2,1,1,119484.01,0
1420,15801924,Browne,754,Spain,Female,27,8,0,2,0,0,121821.16,0
1421,15767804,Feng,729,France,Male,44,6,0,2,1,0,151733.43,0
1422,15718039,Ferguson,606,Germany,Female,47,0,137138.2,2,0,1,53784.22,0
1423,15579994,Shaw,616,France,Male,23,8,73112.95,1,1,1,62733.05,0
1424,15595037,Palermo,772,France,Male,47,9,152347.01,1,0,1,17671.78,0
1425,15600720,Moore,652,Spain,Male,41,8,115144.68,1,1,0,188905.43,0
1426,15782608,Huang,743,France,Male,43,5,0,2,0,0,113079.19,1
1427,15566894,Gray,793,France,Male,39,3,137817.52,1,0,0,83997.79,0
1428,15749123,Sokolova,743,Spain,Male,45,7,157332.26,1,1,0,125424.42,0
1429,15668943,Henderson,746,France,Male,37,2,0,2,1,0,143194.05,0
1430,15577423,Mosley,627,Germany,Female,39,5,124586.93,1,1,0,93132.61,1
1431,15623102,Nnaemeka,713,Spain,Male,38,6,116980.78,2,0,1,76038.38,0
1432,15728012,Everett,678,Spain,Female,40,3,128398.38,1,1,0,168658.3,0
1433,15683363,Goddard,540,Spain,Male,39,1,0,1,0,1,108419.41,0
1434,15699335,Kuo,615,Germany,Female,33,3,137657.25,2,1,1,171657.57,0
1435,15574369,Bianchi,415,Spain,Male,53,5,167259.44,1,1,1,22357.25,0
1436,15703167,Rouse,628,France,Female,45,8,0,2,1,0,193903.06,0
1437,15754874,Nwoye,700,France,Male,26,4,119009.57,1,1,0,141926.43,0
1438,15723216,Greco,623,Germany,Male,33,2,80002.33,1,1,1,104079.62,0
1439,15725094,Fang,623,France,Female,37,4,140211.88,1,1,1,93832.33,0
1440,15647974,Chiemenam,679,France,Female,44,3,118742.74,2,1,0,1568.91,0
1441,15583371,Artemiev,632,Spain,Male,37,1,138207.08,1,1,0,60778.11,1
1442,15772559,Burrows,790,France,Female,47,10,148636.21,1,0,1,16119.96,1
1443,15711251,Chizuoke,514,France,Male,45,1,178827.79,1,1,0,60375.18,0
1444,15719212,T'ien,491,France,Male,33,5,83134.3,1,1,0,187946.55,0
1445,15764927,Rogova,753,France,Male,92,3,121513.31,1,0,1,195563.99,0
1446,15731412,Trevisano,693,Germany,Female,37,6,95900.04,1,1,1,38196.24,0
1447,15719170,Sagese,679,France,Female,30,1,112543.42,1,1,1,179435.21,0
1448,15596011,Artyomova,529,Spain,Male,34,9,0,1,1,1,93208.22,0
1449,15614834,Long,619,Spain,Female,31,3,141751.82,1,0,1,61531.86,0
1450,15600510,Hsueh,680,Spain,Female,37,6,124140.57,2,1,0,92826.35,0
1451,15625706,White,693,Germany,Male,45,2,116546.59,2,0,0,23140.28,1
1452,15781409,Lazarev,834,France,Female,28,6,0,1,1,0,74287.53,0
1453,15722583,Benjamin,636,Spain,Female,29,6,157576.47,2,1,1,101102.39,0
1454,15677243,Wan,538,Spain,Male,43,5,0,2,1,0,126933.73,0
1455,15815070,Romano,566,Germany,Female,44,5,141428.99,2,0,0,68408.74,0
1456,15705899,Craig,597,Spain,Male,35,0,127510.99,1,1,1,155356.34,0
1457,15701522,Yermolayeva,711,France,Female,29,9,0,2,0,1,3234.8,0
1458,15755978,Tseng,606,France,Male,31,10,0,2,1,0,195209.4,0
1459,15722090,Tseng,615,Spain,Male,51,6,81818.49,1,1,1,169149.38,0
1460,15783526,Le Hunte,589,France,Male,36,1,100895.54,1,1,1,68075.14,0
1461,15632125,Blake,606,Germany,Male,45,5,63832.43,1,1,1,93707.8,0
1462,15688395,Lane,582,France,Male,29,4,0,2,0,0,156153.27,0
1463,15666975,Sparks,710,France,Female,36,4,116085.06,1,1,0,58601.61,0
1464,15682211,Tu,467,France,Male,57,1,0,2,1,1,114448.77,0
1465,15637411,Tochukwu,749,France,Male,30,1,0,2,0,1,126551.65,0
1466,15591512,Whittaker,564,Germany,Female,33,2,115761.51,1,0,1,112350.21,1
1467,15606855,Wang,730,Spain,Male,26,6,0,2,1,1,185808.7,0
1468,15763683,Northern,678,Germany,Male,32,4,139626.01,1,1,1,118235.52,1
1469,15641782,Humphries,540,France,Female,31,7,0,1,0,1,183051.6,1
1470,15677184,Cremonesi,767,France,Female,35,6,115576.44,1,0,1,27922.45,0
1471,15775042,Ku,615,France,Female,23,4,0,2,1,0,196476.19,0
1472,15616630,Tobenna,583,Germany,Female,41,5,77647.6,1,1,0,190429.52,0
1473,15800233,Okwuadigbo,850,France,Female,40,5,0,2,1,0,35034.15,0
1474,15588419,Johnston,651,Germany,Female,34,10,148962.46,1,1,0,66389.43,1
1475,15595557,Li,798,France,Male,22,8,0,2,1,0,107615.43,0
1476,15626143,Talbot,695,France,Male,37,2,0,2,1,1,99692.65,0
1477,15566030,Tu,497,Germany,Male,41,5,80542.81,1,0,0,88729.22,1
1478,15701412,T'ien,739,France,Male,40,4,0,2,0,0,173321.65,0
1479,15702464,Ross,549,France,Female,34,4,0,2,0,0,139463.57,0
1480,15573348,Maclean,850,France,Male,35,9,102050.47,1,1,1,3769.71,0
1481,15704160,Wan,648,Spain,Male,49,5,0,1,1,0,149946.43,1
1482,15693704,Tsou,679,France,Female,24,6,114948.76,2,0,1,135768.25,0
1483,15664752,Jack,606,Germany,Male,39,8,136000.45,2,1,0,31708.53,0
1484,15628292,Lucchesi,850,France,Male,32,4,156001.68,2,1,1,151677.31,0
1485,15621195,Ch'eng,619,Germany,Male,41,3,147974.16,2,1,0,170518.83,0
1486,15668629,Saunders,719,Spain,Male,44,2,0,2,1,0,196582.19,0
1487,15635197,Glover,640,Germany,Male,26,5,90402.77,1,1,1,3298.65,0
1488,15592761,Tung,710,France,Male,40,5,0,2,0,0,162878.96,0
1489,15574283,Padovano,580,France,Male,31,2,0,2,0,1,64014.24,0
1490,15598097,Johnstone,550,France,Male,44,9,0,2,1,0,26257.01,0
1491,15711352,Endrizzi,841,France,Female,31,3,162701.65,2,1,1,126794.56,0
1492,15620751,Secombe,760,France,Male,34,2,0,2,1,0,164162.44,0
1493,15656717,Elewechi,687,France,Female,30,6,0,2,0,0,179206.92,0
1494,15643121,Chu,753,Germany,Female,35,5,82453.96,2,0,0,18254.75,0
1495,15723671,Lucciano,661,France,Male,35,9,100107.99,1,1,0,83949.68,0
1496,15752846,Pinto,699,France,Male,28,7,0,2,1,1,22684.78,0
1497,15640852,McGregor,617,Germany,Female,39,5,83348.89,3,1,0,7953.62,1
1498,15789313,Ugorji,595,Germany,Female,44,4,96553.52,2,1,0,143952.24,1
1499,15793688,Bancks,669,France,Male,50,9,201009.64,1,1,0,158032.5,1
1500,15770405,Warlow-Davies,613,France,Female,27,5,125167.74,1,1,0,199104.52,0
1501,15702561,Dale,782,France,Male,32,9,0,1,1,1,87566.97,0
1502,15625964,Buckley,582,France,Female,43,5,153313.67,1,0,0,170563.73,0
1503,15761364,Nkemjika,679,France,Male,30,9,0,2,1,0,157871.55,0
1504,15590286,Fairley,611,France,Female,40,2,125879.29,1,1,0,93203.43,0
1505,15587978,Boothby,455,Germany,Female,37,6,170057.62,1,0,1,54398.56,0
1506,15773242,Chukwuhaenye,621,France,Male,32,1,0,2,1,1,168779.47,0
1507,15761053,Lock,596,Germany,Male,48,2,131326.47,1,0,0,1140.02,1
1508,15702095,Clarke,585,Spain,Female,56,1,128472.8,1,1,0,186476.91,1
1509,15764253,Ramsey,742,France,Male,32,6,160485.16,1,1,0,29023.03,0
1510,15700801,Eipper,850,Germany,Male,42,6,84445.68,3,0,1,60021.34,1
1511,15730590,Ko,738,Germany,Female,40,1,115409.18,2,0,0,180456.8,0
1512,15643916,Munro,619,Spain,Male,46,8,62400.48,1,1,1,132498.39,1
1513,15720636,McGregor,628,France,Female,50,4,143054.56,1,0,1,109608.81,1
1514,15795429,Henderson,487,France,Male,24,7,133628.09,2,1,1,98570.01,0
1515,15609254,Fernandez,513,Spain,Female,41,9,107135.04,2,1,1,160546.58,0
1516,15625141,Porter,563,Spain,Male,26,7,0,2,0,0,6139.74,0
1517,15810898,Pan,803,France,Female,65,2,151659.52,2,0,1,6930.17,0
1518,15775797,Esposito,607,Spain,Female,32,7,0,3,0,1,10674.62,0
1519,15795246,Kaeppel,628,Germany,Female,51,9,155903.82,2,1,1,71159.84,0
1520,15795275,Lamb,521,Spain,Female,49,4,82940.25,2,0,0,62413.01,1
1521,15571869,Lei,669,Germany,Female,50,4,112650.89,1,0,0,166386.22,1
1522,15694143,Conti,686,France,Female,41,10,0,1,1,0,133086.45,0
1523,15748231,Hargreaves,700,Germany,Male,35,4,95853.39,2,1,0,192933.37,0
1524,15632185,Yermolayev,663,France,Female,42,1,82228.67,2,1,0,71359.78,0
1525,15806249,Kerr,671,Spain,Female,31,4,0,2,0,1,79270.02,0
1526,15743293,Waters,651,Germany,Female,35,1,163700.78,3,1,1,29583.48,1
1527,15598157,Onyeorulu,728,France,Male,34,4,106328.08,1,1,0,88680.65,0
1528,15700946,Kolesnikova,574,France,Female,34,7,152992.91,1,1,1,134691.2,0
1529,15722692,Kazakova,464,France,Male,38,3,116439.65,1,1,0,75574.48,0
1530,15696506,MacDonald,604,Spain,Male,27,9,101352.78,1,0,0,30252.3,0
1531,15728823,Sharwood,836,Spain,Female,37,10,0,2,1,0,111324.41,0
1532,15808851,Bufkin,511,Germany,Female,75,9,105609.17,1,0,1,105425.18,0
1533,15675231,Nwankwo,518,France,Female,45,8,0,2,1,1,36193.07,0
1534,15732299,Boniwell,756,France,Male,67,4,0,3,1,1,93081.87,0
1535,15706269,Willis,489,France,Female,47,8,103894.38,2,1,1,107625.46,0
1536,15590078,Burns,622,Spain,Male,27,9,139834.93,1,1,1,152733.89,0
1537,15776985,Kung,652,France,Female,36,6,112518.71,2,0,1,110421.31,0
1538,15756743,Howells,625,France,Female,37,7,115895.42,1,1,0,48486.25,0
1539,15782364,Bevan,521,Spain,Female,39,3,146408.68,1,0,0,72993.67,0
1540,15604093,Neitenstein,546,France,Male,34,4,165363.31,2,1,1,25744.13,1
1541,15749328,Johnson,697,France,Female,45,1,0,2,1,0,46807.62,1
1542,15656322,Sandover,571,Germany,Male,33,3,71843.15,1,1,0,26772.04,0
1543,15685564,Nnamutaezinwa,748,Spain,Male,35,5,105492.53,1,1,1,150057.2,0
1544,15785831,Sinclair,591,France,Male,35,7,183027.25,1,1,1,56028.79,0
1545,15796218,Wei,814,Germany,Male,29,1,131968.57,2,1,1,147693.92,0
1546,15716218,Higgins,709,France,Female,45,3,104118.5,1,0,1,174032,0
1547,15572735,Chang,433,Spain,Male,27,2,0,2,1,1,153698.65,0
1548,15633840,Henderson,781,France,Male,20,0,125023.1,2,1,1,108301.45,0
1549,15608760,Cox,656,France,Female,30,4,74323.2,1,1,1,22929.08,0
1550,15627848,Tsui,683,France,Male,38,7,109346.13,2,1,0,102665.92,0
1551,15792029,Lee,620,France,Male,32,6,0,2,1,0,56139.09,0
1552,15617331,Sergeyeva,637,Germany,Female,39,3,109698.41,1,1,1,88391.29,1
1553,15651740,Napolitani,525,Spain,Female,30,5,0,2,0,1,149195.44,0
1554,15636407,Beatham,793,Germany,Female,34,5,127758.09,1,1,0,143357.03,0
1555,15607526,Lu,638,Germany,Male,50,1,102645.48,1,1,0,168359.98,1
1556,15632576,Yashina,520,France,Male,31,4,93249.4,1,1,0,77335.75,0
1557,15581505,Bales,641,France,Male,35,5,0,2,1,0,93148.93,0
1558,15612207,Hill,840,Germany,Female,51,1,87779.83,1,0,1,36687.11,1
1559,15707242,Ibeamaka,504,Spain,Male,40,5,0,2,0,0,146703.36,0
1560,15721937,Romilly,686,France,Male,38,0,138131.34,1,0,1,115927.85,0
1561,15773852,Hayes,533,Germany,Male,38,4,70362.52,2,1,1,104189.46,0
1562,15719778,Chiu,577,France,Female,32,1,0,2,1,0,9902.39,0
1563,15650538,Sun,445,Germany,Female,48,7,168286.58,1,1,0,16645.77,1
1564,15797475,Brennan,720,France,Male,44,3,86102.27,1,1,0,180134.88,1
1565,15780359,Storey,643,Germany,Male,25,4,115142.9,1,1,1,148098.95,0
1566,15737104,Lawson,652,Germany,Female,47,0,126597.89,2,1,1,38798.79,1
1567,15789936,T'ao,663,France,Female,33,2,0,2,1,0,153295,0
1568,15709523,Yao,525,Germany,Female,30,0,157989.21,2,1,1,100687.67,0
1569,15593425,Bracewell,662,Spain,Female,54,1,187997.15,1,0,0,111442.71,1
1570,15776725,Kerr,724,Germany,Male,54,8,172192.49,1,1,1,136902.01,0
1571,15604706,Blake,581,Germany,Male,38,1,133105.47,1,1,0,105732.9,1
1572,15790958,Sanders,685,Spain,Male,38,4,0,2,1,1,35884.91,0
1573,15747534,Torkelson,595,France,Male,46,10,0,1,1,0,73489.15,1
1574,15574237,Hsueh,588,France,Female,21,8,0,2,1,1,110114.19,0
1575,15690332,Wang,647,Germany,Male,35,3,192407.97,1,1,1,40145.28,0
1576,15661290,Hightower,785,Germany,Female,38,9,107199.75,1,0,0,146398.51,0
1577,15651883,Genovesi,794,Germany,Female,55,6,115796.7,1,1,0,160526.36,1
1578,15808905,Levan,823,France,Male,37,5,164858.18,1,1,1,173516.71,0
1579,15715532,Lai,687,Germany,Male,38,4,117633.28,1,0,1,88396.6,0
1580,15786078,Loginov,850,France,Female,28,9,0,2,1,0,185821.41,0
1581,15652401,Lafleur,496,France,Female,36,7,0,2,0,0,108098.28,0
1582,15673074,Obidimkpa,527,Germany,Female,30,6,126663.51,1,1,1,162267.91,0
1583,15598744,Ch'ang,576,Germany,Female,71,6,140273.47,1,1,1,193135.25,1
1584,15785975,Mason,525,Spain,Female,60,7,0,2,0,1,168034.9,0
1585,15613180,Miranda,727,Germany,Male,21,8,153344.72,1,1,1,163295.87,0
1586,15584229,Simon,671,Germany,Female,23,9,123943.18,1,1,1,159553.27,0
1587,15773804,Golubeva,625,France,Male,39,5,0,1,1,0,99800.87,0
1588,15699515,Manfrin,643,Germany,Male,33,7,98630.31,2,1,1,40250.82,0
1589,15705313,Stange,707,France,Female,33,2,58036.33,1,1,1,83335.78,0
1590,15693817,Ferrari,539,Spain,Male,28,5,0,2,1,0,48382.4,0
1591,15673790,Taylor,498,Germany,Male,45,7,109200.74,2,0,1,165990.44,0
1592,15674868,Wei,696,Spain,Female,30,0,0,2,1,1,9002.8,0
1593,15692110,Ch'eng,758,France,Female,33,7,0,1,1,0,188156.34,0
1594,15645904,Parsons,685,France,Female,33,6,0,2,0,1,186785.01,0
1595,15581332,Pan,655,Germany,Female,30,1,83173.98,2,1,1,184259.6,0
1596,15808544,Cameron,747,France,Female,40,3,0,1,0,0,57817.84,1
1597,15734948,Igwebuike,601,Spain,Male,24,7,0,2,0,0,144660.42,0
1598,15654531,Tuan,477,France,Male,22,5,82559.42,2,0,0,163112.9,1
1599,15637774,Fraser,558,France,Male,32,5,73494.21,1,0,0,136301.1,0
1600,15677141,Turnbull,586,Spain,Male,29,2,132450.24,1,1,1,36176.63,0
1601,15739578,Chiazagomekpere,850,France,Male,49,6,128663.9,1,1,0,65769.3,1
1602,15697360,Yudina,505,France,Female,36,2,79951.9,1,0,1,174123.16,1
1603,15655213,Udinese,591,Germany,Female,51,8,132508.3,1,1,1,161304.68,1
1604,15580872,Chinweike,761,Germany,Female,38,1,120530.13,2,1,0,109394.62,0
1605,15683213,Bergamaschi,554,France,Female,35,10,74988.59,2,0,1,190155.13,0
1606,15801188,Milliner,774,France,Female,47,6,94722.88,1,0,1,61450.96,0
1607,15645029,Knowles,771,Spain,Female,33,5,0,2,1,0,8673.43,0
1608,15633181,Swinton,792,France,Male,31,6,71269.89,2,0,1,125912.77,0
1609,15598259,Gregory,673,Germany,Female,41,9,98612.1,1,1,0,151349.35,0
1610,15576000,Chibueze,765,France,Male,40,6,138033.55,1,1,1,67972.45,0
1611,15766047,Sukhorukova,748,France,Female,41,2,91621.69,1,1,1,71139.31,0
1612,15596339,French,422,France,Male,54,3,140014.42,1,0,1,86350.97,0
1613,15715199,Estrada,568,Spain,Male,27,5,126815.97,2,0,1,118648.12,0
1614,15615938,Fleming,502,France,Female,64,3,139663.37,1,0,1,100995.11,0
1615,15679991,Kennedy,524,France,Female,28,7,0,2,0,1,147100.72,0
1616,15626135,Combes,689,France,Male,34,1,165312.27,1,1,0,155495.63,0
1617,15792934,Carruthers,661,France,Male,26,8,0,2,0,0,196875.87,0
1618,15744046,Andrejew,606,Spain,Male,33,8,0,2,1,1,63176.77,0
1619,15700826,Ko,678,Germany,Female,54,1,123699.28,2,0,1,105221.76,0
